Date,Time,Name,Age,City,Salary,Department,Rating,Experience (Years),Gender,Marital Status,Phone Number,Email,Product Purchased,Quantity
2024-09-11,06:58:28,qiOnn,46,Chennai,92051.32,Sales,1.8,37,Other,Married,+91-9169833193,jiyewbncv@example.com,Laptop,1
2021-08-02,09:19:14,wDCxoBYwYP,27,Mumbai,58898.11,HR,3.9,32,Male,Single,+91-9957393265,kedml@example.com,Headphones,4
2021-11-12,16:58:17,nAUFvPBrNP,39,Delhi,81818.98,Engineering,4.0,8,Female,Single,+91-8777157696,vpsxft@example.com,Headphones,4
2021-02-21,10:00:21,yegGARrBZa,23,Delhi,65044.61,Finance,1.6,27,Other,Married,+91-9063070761,bgohrh@example.com,Tablet,2
2020-10-25,14:37:55,iiTGdkxrz,60,Chennai,57518.52,Finance,3.2,16,Male,Single,+91-8626014305,hplmlcr@example.com,Smartwatch,2
2024-10-08,06:16:35,vVTlB,35,Hyderabad,52209.01,Sales,1.7,10,Male,Married,+91-9937271876,zgxkvs@example.com,Tablet,2
2023-10-24,23:18:42,aQiqKKXmzA,24,Bangalore,21720.12,Sales,2.2,29,Other,Single,+91-7262316869,mgfqwfrvlf@example.com,Headphones,3
2022-06-16,11:37:41,pqrHTX,19,Hyderabad,41042.64,Marketing,4.5,38,Male,Married,+91-9400220830,etbeaxyxwi@example.com,Headphones,5
2022-03-29,06:26:47,YCnosb,22,Mumbai,35224.85,Sales,1.5,7,Male,Married,+91-9843430826,ahnwsyuc@example.com,Smartwatch,1
2023-12-28,18:52:35,kVgKSz,33,Mumbai,35378.41,Marketing,2.7,27,Other,Single,+91-8006877929,lbwqggnfpk@example.com,Headphones,1
2020-09-24,12:09:55,ymCwZ,55,Hyderabad,50957.53,Engineering,4.2,34,Female,Single,+91-8265774144,chdbyepgml@example.com,Headphones,3
2020-07-10,02:51:51,ndvTUIquKz,18,Chennai,56258.91,Sales,4.7,1,Other,Single,+91-9537941864,quspzgu@example.com,Laptop,1
2022-08-23,05:44:29,zpdiFww,36,Chennai,23473.14,Finance,2.1,16,Other,Married,+91-9241682919,jqahdyaeav@example.com,Headphones,3
2020-05-03,18:29:49,qrcICppazv,37,Chennai,39136.75,Finance,1.9,33,Male,Married,+91-8278099515,fmiwhebxpd@example.com,Laptop,1
2021-06-08,19:20:57,mMYbo,55,Delhi,24710.14,Sales,4.3,7,Other,Single,+91-7973580124,uwpzlob@example.com,Headphones,5
2021-12-16,10:03:24,tbhkZza,57,Hyderabad,59516.67,Finance,1.5,23,Male,Single,+91-9041678609,umkvr@example.com,Laptop,4
2021-02-05,05:12:44,TaGtCWEq,35,Bangalore,43398.78,HR,1.5,30,Female,Single,+91-9294938859,zpsaydy@example.com,Mobile,3
2020-04-16,15:33:39,RgeelNbo,52,Mumbai,45879.56,Sales,2.0,38,Other,Widowed,+91-8794272397,wbotaxg@example.com,Laptop,3
2023-01-31,23:30:33,TqIKJWE,59,Hyderabad,80149.72,Marketing,2.8,28,Other,Widowed,+91-9885907824,gjhyamszb@example.com,Mobile,3
2021-11-28,07:07:15,hcGLOQY,28,Hyderabad,73887.89,HR,2.8,35,Female,Single,+91-9501682976,mkrvgri@example.com,Smartwatch,3
2021-05-08,12:05:53,YRJrqUk,34,Delhi,95780.4,Marketing,1.1,5,Male,Widowed,+91-9402002032,ubcqrhphon@example.com,Laptop,3
2021-01-28,17:07:13,yGwyRlkT,46,Mumbai,67657.81,HR,3.5,6,Male,Single,+91-7339962132,flied@example.com,Laptop,3
2023-08-23,23:12:01,MaNGp,40,Mumbai,81342.39,Marketing,1.6,15,Other,Single,+91-8720313003,jkhsngo@example.com,Smartwatch,3
2020-09-19,22:01:45,MhMwDWz,43,Mumbai,39657.45,Finance,4.5,15,Other,Single,+91-8530647198,kkjppumwwj@example.com,Smartwatch,4
2021-08-28,18:00:09,RlqMfsUHz,21,Bangalore,95833.99,Engineering,4.1,8,Male,Married,+91-7152700669,zfzyltqg@example.com,Laptop,2
2024-11-24,09:19:19,WhjVlGMm,45,Mumbai,67452.02,HR,2.8,22,Male,Single,+91-9235924433,uwoye@example.com,Mobile,3
2024-07-28,19:04:33,sKmPjgf,59,Bangalore,69633.35,Sales,1.3,38,Male,Divorced,+91-9545467461,tfzspmlrew@example.com,Tablet,5
2023-07-31,09:52:45,QWfTdb,49,Mumbai,61572.62,Sales,4.9,10,Other,Single,+91-7157810059,pneprsefp@example.com,Mobile,4
2023-03-14,15:26:00,PcYMltyCju,45,Hyderabad,64000.05,Marketing,1.7,5,Male,Married,+91-9238363046,alpbgcy@example.com,Smartwatch,1
2021-08-13,12:04:27,kqHsxenR,26,Chennai,60852.51,Engineering,1.5,28,Other,Married,+91-9870388526,pluqvr@example.com,Tablet,5
2024-03-02,01:08:16,hyreuQOhHG,30,Delhi,25608.05,Finance,1.1,30,Male,Married,+91-8179584094,hqxmkxapz@example.com,Mobile,5
2024-09-01,01:38:07,FBmhkWBOM,34,Bangalore,47846.07,Engineering,4.3,20,Male,Widowed,+91-7613282094,kkarmg@example.com,Tablet,5
2024-11-03,23:43:08,nRUkTL,60,Delhi,21466.86,Engineering,4.4,36,Male,Divorced,+91-7800673843,xtciqjun@example.com,Mobile,4
2021-02-05,18:59:57,Iuolvqz,26,Delhi,65352.84,Sales,2.4,25,Other,Divorced,+91-9903204248,khpzorazj@example.com,Mobile,4
2022-11-03,10:05:19,dOLhOTTSb,47,Mumbai,52846.34,Engineering,2.4,11,Female,Widowed,+91-9623489645,yhascpgjjw@example.com,Laptop,5
2024-06-06,05:51:03,DyIRyCRZ,28,Delhi,85727.25,Finance,4.4,32,Other,Divorced,+91-8221297468,sjfavjond@example.com,Tablet,3
2024-12-19,10:20:23,rfCuEgdpRg,44,Chennai,87431.92,Finance,3.4,26,Male,Married,+91-9684147933,bjzbvyl@example.com,Mobile,4
2023-07-19,13:07:25,hvQMqOVaN,60,Hyderabad,50570.41,HR,3.2,4,Other,Divorced,+91-8373773593,vahixu@example.com,Mobile,1
2023-08-22,12:18:19,VnCgBeN,31,Mumbai,92928.98,HR,2.6,24,Female,Single,+91-7034717113,iccxdyp@example.com,Smartwatch,2
2021-04-25,09:07:52,gASMXF,39,Bangalore,87294.68,Marketing,2.4,25,Female,Single,+91-9261026013,ipbcx@example.com,Tablet,5
2020-02-08,23:08:04,GVqDGZdyaT,56,Hyderabad,95691.09,HR,2.5,25,Male,Married,+91-7973267574,gnmef@example.com,Headphones,4
2023-05-08,03:11:00,PphMv,56,Chennai,42112.17,Marketing,3.6,5,Male,Divorced,+91-7262371278,ggjfngcc@example.com,Mobile,4
2024-03-06,16:10:05,wbpSqQyu,47,Hyderabad,57700.84,Sales,1.3,27,Male,Single,+91-7021360875,gcpvdpage@example.com,Tablet,4
2021-02-24,04:44:14,NqWBB,60,Bangalore,69532.37,Finance,1.6,4,Female,Married,+91-8527691528,adgiisjawy@example.com,Smartwatch,4
2023-12-28,22:59:42,vImTN,59,Chennai,65723.38,Engineering,4.4,38,Other,Divorced,+91-7594369658,ashdqkblxc@example.com,Mobile,2
2024-11-23,01:00:03,EeOBYS,32,Chennai,45353.4,Finance,2.9,19,Male,Divorced,+91-8084331838,rpszl@example.com,Tablet,4
2024-03-12,06:22:58,wlEXsvO,18,Bangalore,31506.02,Marketing,1.8,19,Female,Divorced,+91-9618991671,bxfecob@example.com,Headphones,1
2022-08-15,07:02:14,aiqaCndiS,60,Chennai,26228.42,HR,2.4,35,Female,Divorced,+91-7683181693,rebodvfle@example.com,Headphones,3
2023-12-17,03:01:49,XZXfWmQjf,56,Bangalore,56427.17,Finance,4.3,26,Other,Married,+91-9987547185,yyrzysxeyc@example.com,Tablet,1
2024-09-09,01:24:11,pSYWpDarGl,42,Delhi,66561.42,Finance,1.5,34,Male,Divorced,+91-7787371089,ccjueeyvsi@example.com,Laptop,5
2020-12-05,16:12:35,wMbMRq,30,Chennai,90109.6,Sales,2.6,37,Other,Widowed,+91-9528689055,vyrba@example.com,Mobile,5
2021-12-21,03:05:21,DudgO,43,Bangalore,47164.25,Sales,1.4,26,Female,Single,+91-9092797537,aqthyohvua@example.com,Smartwatch,5
2023-08-15,18:10:17,NHgmKW,57,Bangalore,77832.18,HR,4.0,7,Female,Widowed,+91-9880341639,nzxfjfilyl@example.com,Laptop,3
2024-10-27,12:15:03,aLDIFC,51,Hyderabad,48264.56,Sales,1.2,28,Male,Married,+91-9083192967,lzldiiy@example.com,Laptop,2
2023-01-18,07:09:26,oFUFF,42,Mumbai,24445.48,Engineering,4.9,34,Other,Single,+91-8511990049,ypxit@example.com,Tablet,2
2020-01-06,13:52:53,tkaKMCSkRj,31,Hyderabad,66306.99,Marketing,1.3,5,Male,Divorced,+91-7243476930,xofmoufhef@example.com,Tablet,1
2021-05-19,23:29:51,ClAFp,54,Chennai,67740.09,Sales,4.2,29,Other,Divorced,+91-7532208437,xlimumhl@example.com,Laptop,1
2022-10-04,10:12:57,NlYVcbBIyG,50,Mumbai,85218.96,Engineering,3.8,37,Other,Married,+91-8711911271,subbk@example.com,Mobile,4
2021-10-27,16:51:17,IezOaJFP,32,Chennai,79779.95,HR,4.2,3,Female,Divorced,+91-8007196431,mitco@example.com,Headphones,2
2023-11-03,04:22:45,yAypxsJ,46,Chennai,22169.62,Sales,1.2,27,Male,Married,+91-7581268445,ifzkgstk@example.com,Mobile,2
2021-03-20,21:20:06,VtdLYu,56,Bangalore,92406.47,Marketing,1.1,30,Other,Single,+91-7625053549,nsshuvhgwb@example.com,Tablet,2
2024-09-01,09:44:32,ddJBU,60,Chennai,35501.43,Finance,1.1,4,Female,Married,+91-9950820044,ialhkglm@example.com,Laptop,2
2022-09-23,10:46:56,pnRsTc,51,Mumbai,54484.41,HR,4.0,4,Female,Married,+91-7322176345,zzdxg@example.com,Headphones,4
2023-06-14,05:40:55,wNWXl,47,Bangalore,67163.71,Finance,2.6,1,Female,Single,+91-8641820307,oxfel@example.com,Mobile,1
2023-09-13,12:38:56,AdReDMkiGg,28,Hyderabad,80324.57,Finance,5.0,0,Female,Widowed,+91-8254764417,gogtcutgdu@example.com,Headphones,1
2024-11-02,07:36:59,oHUzN,45,Bangalore,29729.87,Finance,1.7,18,Other,Married,+91-8231024963,jhcygtu@example.com,Laptop,3
2024-01-28,20:59:36,ZTaHgYxRtm,46,Mumbai,43805.94,Finance,4.7,0,Other,Married,+91-7861592631,tizotenrdm@example.com,Headphones,1
2022-01-29,17:48:41,afPjHj,21,Hyderabad,78663.84,HR,1.4,22,Male,Widowed,+91-9838102548,muposeomu@example.com,Mobile,1
2024-11-11,09:30:11,ZqTTrrK,39,Delhi,72967.23,Marketing,4.9,4,Other,Married,+91-7224960911,pttyyw@example.com,Smartwatch,4
2024-11-01,01:27:48,lVAFyn,57,Mumbai,57152.75,Sales,2.4,12,Other,Widowed,+91-9408286079,bswrsescsj@example.com,Laptop,5
2024-01-29,09:43:29,dAiWwPvP,32,Chennai,99773.42,Finance,4.9,34,Other,Widowed,+91-7069730133,kchpidfr@example.com,Laptop,4
2024-06-08,16:25:28,KZSyVABlH,30,Bangalore,81482.78,Finance,4.7,37,Other,Divorced,+91-9285537348,nfoieeh@example.com,Tablet,5
2022-02-16,01:32:44,UlYRfDZEii,43,Mumbai,44342.98,HR,4.3,11,Male,Widowed,+91-9744684495,molatbyhy@example.com,Headphones,2
2023-08-23,02:09:31,vcqoGBfc,24,Bangalore,81778.26,Finance,4.2,1,Other,Divorced,+91-7710577371,ijtshmqjkq@example.com,Headphones,5
2022-02-09,01:03:15,ngqjVf,36,Chennai,44408.34,Finance,2.4,5,Male,Widowed,+91-8509613104,dcpuz@example.com,Headphones,1
2022-10-05,09:11:16,yjViJLFgH,56,Bangalore,78897.76,Sales,2.4,20,Other,Divorced,+91-8438000997,ijsqjzdy@example.com,Headphones,4
2023-09-26,11:29:33,AKVlmOSRCz,49,Mumbai,64396.96,Marketing,4.4,15,Other,Widowed,+91-7998160691,lmagjr@example.com,Headphones,2
2022-10-12,21:13:26,rBpiCs,25,Bangalore,59113.17,Sales,4.7,32,Male,Divorced,+91-8133076051,kaxkdup@example.com,Tablet,5
2020-06-18,07:30:46,otFHXclb,36,Delhi,50204.94,Marketing,3.5,26,Male,Widowed,+91-7431567464,yekswstel@example.com,Smartwatch,1
2021-05-29,03:43:40,GQUvberJpA,26,Mumbai,38794.05,HR,1.5,16,Male,Divorced,+91-8845634577,tozkbapn@example.com,Tablet,2
2020-05-29,06:31:29,YJudtyxTjK,40,Delhi,74289.97,Marketing,3.3,27,Male,Single,+91-9621296558,asrgnrevat@example.com,Tablet,2
2022-08-10,21:45:04,awNUXFd,58,Chennai,79701.84,Engineering,3.0,8,Female,Divorced,+91-8972357860,zqyapmspmh@example.com,Smartwatch,3
2024-09-15,16:12:32,nFxJEeLaw,55,Bangalore,47026.43,Engineering,1.2,20,Female,Widowed,+91-8908125371,qmzzhqfeaj@example.com,Headphones,3
2024-02-20,11:51:35,VKWmHt,35,Hyderabad,23913.29,HR,1.7,2,Male,Single,+91-7603957597,czrgstmsc@example.com,Laptop,5
2024-11-14,21:01:52,vQOUX,30,Delhi,95027.8,Engineering,3.6,6,Male,Widowed,+91-7502735837,pgjqtslyiz@example.com,Laptop,4
2020-08-22,20:56:57,HuIAAomJ,59,Mumbai,35743.97,Engineering,1.4,36,Female,Divorced,+91-7771354743,aymdtbfn@example.com,Laptop,4
2024-02-13,03:02:42,JIHZg,49,Delhi,71075.34,Sales,2.7,30,Other,Single,+91-7823937995,qnjplnkgch@example.com,Mobile,2
2021-05-23,07:31:32,REWuPRbPRJ,22,Hyderabad,27292.12,Engineering,4.5,18,Other,Divorced,+91-9206309828,bzskdox@example.com,Headphones,1
2023-03-11,08:07:58,TKybTot,48,Chennai,81597.41,HR,1.5,29,Other,Single,+91-8751198601,biidubthl@example.com,Laptop,4
2023-07-29,12:34:09,fHyeeLjvh,41,Mumbai,92856.67,Engineering,4.6,3,Female,Widowed,+91-9908996021,qxmjvikub@example.com,Smartwatch,4
2023-07-06,06:53:01,OgRIro,31,Bangalore,67797.1,Finance,2.0,35,Female,Widowed,+91-8603401938,cghnetn@example.com,Smartwatch,5
2021-02-26,10:58:15,TOsbACBnH,54,Chennai,39714.33,Sales,3.7,7,Female,Widowed,+91-9316370272,rkzmzhval@example.com,Mobile,1
2023-01-11,16:13:18,ZgCsmtj,18,Delhi,94767.97,Engineering,1.3,22,Other,Married,+91-8967833573,gtxbvs@example.com,Mobile,5
2023-05-04,17:06:40,jFzErDh,60,Hyderabad,30692.08,Engineering,3.4,25,Other,Divorced,+91-9752470567,yqbrnb@example.com,Tablet,4
2020-11-26,09:45:01,hkuOiUI,35,Bangalore,86813.02,HR,4.0,40,Female,Single,+91-9573652346,omlsxflyr@example.com,Tablet,4
2022-06-16,19:07:13,jMaeWxejOa,53,Bangalore,43234.28,HR,4.5,5,Female,Single,+91-9140542148,dulouocx@example.com,Mobile,5
2022-11-30,18:53:44,vQIEsi,58,Mumbai,79586.11,Marketing,4.9,31,Female,Married,+91-8897299822,ihmftk@example.com,Smartwatch,4
2024-10-31,00:38:42,toycAXG,39,Bangalore,61674.97,Marketing,5.0,28,Female,Divorced,+91-9313697062,fcdpsizef@example.com,Mobile,4
2023-07-10,22:49:07,BrZjNRQDjH,22,Chennai,39607.03,Marketing,1.2,2,Male,Widowed,+91-8426999989,ayxxz@example.com,Headphones,4
2024-01-14,03:30:55,PwpCJaQXB,21,Chennai,23874.99,Engineering,1.9,38,Female,Single,+91-9119487962,udjjvdwrx@example.com,Laptop,5
2021-08-10,09:58:55,SDJJilDIy,29,Bangalore,34429.98,Finance,2.9,17,Other,Divorced,+91-9778194817,nqvfle@example.com,Tablet,4
2022-12-10,22:03:08,UiplC,50,Mumbai,76547.11,Marketing,1.3,24,Male,Divorced,+91-9509230760,ktfszhlbo@example.com,Laptop,3
2024-10-09,10:30:39,juSvDNgOL,33,Delhi,99949.14,HR,2.7,29,Other,Married,+91-8275603102,klhivpbhlb@example.com,Smartwatch,2
2023-11-16,06:58:39,ZWfYinGpy,49,Chennai,64944.23,Sales,3.1,23,Other,Married,+91-8958594289,hsxpqfihtq@example.com,Headphones,1
2023-03-02,09:36:18,NOCRkUvpAq,23,Delhi,84673.69,Sales,3.5,5,Male,Single,+91-7767787739,ikcvdxhhyj@example.com,Mobile,1
2020-08-23,23:22:41,LsbIJqovW,52,Hyderabad,72666.0,Marketing,2.8,8,Female,Single,+91-9919413361,wyrqhda@example.com,Headphones,3
2021-05-16,18:48:34,lOSfhcZ,59,Delhi,48495.25,Sales,3.8,7,Other,Single,+91-7657850182,rmiaytzt@example.com,Mobile,1
2024-01-11,12:48:58,aNDxmFUb,24,Bangalore,61537.15,Marketing,1.7,36,Male,Divorced,+91-8937659785,ggbdozryt@example.com,Tablet,2
2021-11-27,19:47:11,dCoreti,25,Hyderabad,32336.78,Finance,4.4,24,Female,Single,+91-8095411968,edefoyapq@example.com,Mobile,1
2020-07-25,15:42:58,WjiJd,37,Delhi,60429.75,Finance,4.2,19,Male,Single,+91-9149711675,cnvcsmilj@example.com,Mobile,2
2023-04-22,18:09:09,jiTfuJgcVV,23,Mumbai,83861.06,HR,4.8,32,Female,Single,+91-8989872788,jsavuuf@example.com,Tablet,5
2024-07-12,14:38:12,pznjxkI,31,Mumbai,75751.41,Finance,4.1,13,Male,Single,+91-7334054248,rkmdc@example.com,Headphones,4
2024-07-31,20:56:21,vUliqUP,30,Mumbai,38110.91,Marketing,4.5,13,Other,Single,+91-8343591521,kpjxsu@example.com,Headphones,1
2022-08-06,17:16:29,dpUtFjIp,36,Hyderabad,54476.88,Finance,2.3,13,Male,Divorced,+91-8058437584,cjcqohjry@example.com,Laptop,3
2023-07-15,14:05:30,kqUqcFuN,39,Bangalore,58486.24,Marketing,4.0,21,Other,Widowed,+91-9489304287,kcbmnt@example.com,Mobile,2
2020-01-20,13:04:32,pCGDVR,43,Hyderabad,45366.31,Sales,1.2,38,Female,Married,+91-9258830306,lmhmwjscee@example.com,Headphones,3
2020-04-18,05:08:38,MBVwubUp,43,Mumbai,25022.14,Sales,2.0,1,Female,Single,+91-7041404469,wlandxco@example.com,Laptop,5
2021-02-09,22:34:22,THKdssF,42,Mumbai,56225.72,HR,2.6,11,Other,Single,+91-9177165696,wjxva@example.com,Tablet,3
2022-03-19,01:13:16,XRTmRb,23,Chennai,60112.38,HR,3.9,9,Other,Married,+91-7919855769,hpaufgbf@example.com,Laptop,3
2020-08-13,19:09:00,xcPJd,46,Hyderabad,67094.01,HR,2.7,30,Other,Married,+91-8987567365,cfoscsw@example.com,Laptop,3
2020-02-27,23:45:54,VcTBYPp,28,Delhi,99410.12,HR,3.8,13,Male,Widowed,+91-7883672019,whqyp@example.com,Headphones,2
2023-07-12,07:15:39,isrArze,57,Chennai,43154.76,Marketing,4.1,18,Female,Married,+91-8051431139,ssewvs@example.com,Smartwatch,5
2021-03-10,15:48:04,aEfJDcmhVD,47,Delhi,75996.02,Engineering,3.3,30,Female,Divorced,+91-8382676017,wgqlbmtda@example.com,Tablet,5
2022-09-22,07:00:15,lhqfHtaj,32,Mumbai,68682.23,HR,4.4,6,Other,Divorced,+91-7690784082,valrcyj@example.com,Laptop,5
2023-02-28,22:29:33,ffDvKbMCOU,52,Bangalore,44694.51,Marketing,1.4,16,Female,Widowed,+91-7815870997,tksbwrqm@example.com,Headphones,4
2022-06-03,15:25:45,UVJrfTR,43,Mumbai,53827.25,Engineering,2.1,7,Other,Divorced,+91-9310368515,wdfalivtjd@example.com,Laptop,2
2020-04-02,07:22:09,oMMoydn,50,Bangalore,63708.92,Sales,3.0,14,Male,Divorced,+91-9200747557,tcbjyekko@example.com,Smartwatch,5
2023-05-24,04:37:58,qLWMhQ,34,Mumbai,31315.89,HR,1.8,18,Male,Single,+91-9171576437,suzmv@example.com,Smartwatch,5
2021-01-14,02:43:43,fELKz,57,Mumbai,42460.29,HR,1.1,40,Female,Widowed,+91-9635500542,qenjjefhe@example.com,Headphones,5
2024-08-08,12:39:58,wcdhvKpOEp,56,Chennai,89824.0,Engineering,1.7,11,Other,Divorced,+91-8930044210,cktbooxv@example.com,Smartwatch,3
2024-07-28,17:47:09,XscWLM,42,Chennai,45011.31,Marketing,1.5,11,Female,Widowed,+91-9947671167,qkgzesrz@example.com,Tablet,2
2022-08-17,08:13:46,XsOIRaOv,38,Bangalore,39703.63,Finance,4.5,11,Male,Divorced,+91-7866915876,xheckw@example.com,Smartwatch,5
2024-01-11,18:22:55,eqEtftqKm,53,Mumbai,46160.37,Engineering,4.0,34,Other,Widowed,+91-9613272893,gyamm@example.com,Laptop,4
2024-10-07,19:03:05,dmFDMJUkDY,31,Hyderabad,71051.37,Engineering,2.1,9,Male,Divorced,+91-9546866006,mlpsneo@example.com,Smartwatch,5
2020-12-13,15:28:38,sSmhBJJSV,57,Hyderabad,51374.74,Sales,1.0,2,Male,Single,+91-8158726610,akoqts@example.com,Mobile,5
2024-06-07,20:00:27,oXKbQT,40,Chennai,21361.87,Finance,3.5,9,Other,Divorced,+91-9231785069,jmbtjb@example.com,Laptop,1
2021-03-27,14:03:28,QJLgUP,36,Mumbai,56536.9,Marketing,1.9,5,Male,Widowed,+91-9121502596,vyddc@example.com,Mobile,2
2021-02-17,01:33:32,VoaomUIWu,40,Bangalore,93195.44,Finance,3.0,10,Male,Divorced,+91-8885541441,dkbxii@example.com,Laptop,4
2020-10-14,11:19:02,LsTQTTZy,46,Chennai,91389.68,HR,4.8,3,Other,Divorced,+91-8202217492,yxfzl@example.com,Mobile,2
2024-03-28,06:57:51,lCUXFe,19,Bangalore,57624.45,Engineering,3.1,0,Other,Married,+91-7831993605,pfzcyhyzz@example.com,Headphones,1
2020-12-23,00:27:47,yZveFvw,31,Hyderabad,57112.31,Finance,2.1,8,Other,Divorced,+91-9066603329,dzqxxjd@example.com,Tablet,5
2023-05-18,08:58:00,fclhLphw,40,Chennai,78502.02,Finance,3.4,40,Female,Single,+91-7568125214,qvsdifnr@example.com,Smartwatch,3
2024-10-16,22:46:19,IhFYkcoLQ,50,Bangalore,37167.23,Marketing,3.5,26,Male,Divorced,+91-8369031365,jayfdpokt@example.com,Tablet,2
2024-11-24,05:26:33,CEGeXxp,27,Mumbai,69862.22,Sales,3.8,21,Other,Single,+91-7951581348,tjdlo@example.com,Smartwatch,1
2022-11-25,08:23:38,rDvAYyMU,56,Bangalore,21350.49,Sales,4.6,26,Female,Widowed,+91-9404817568,fvztw@example.com,Headphones,2
2022-12-19,06:58:41,KLixkki,50,Bangalore,29988.17,Sales,2.9,17,Other,Single,+91-9815609905,keejci@example.com,Laptop,5
2021-01-17,07:34:05,kTgMCFMYj,44,Hyderabad,43666.37,Sales,2.0,32,Other,Married,+91-8073035407,ahwdtchge@example.com,Smartwatch,4
2024-07-12,11:02:30,HDPSLIb,45,Bangalore,91219.56,Sales,1.8,35,Female,Widowed,+91-7304479910,tlqsgil@example.com,Smartwatch,2
2024-09-26,16:15:09,ciUUkrYf,26,Chennai,65024.04,Engineering,2.6,20,Other,Married,+91-7819812159,agkin@example.com,Mobile,4
2023-08-17,02:28:53,siBLa,31,Chennai,42511.23,HR,2.2,11,Other,Single,+91-8509880888,hdkpcazhpx@example.com,Tablet,2
2021-02-08,08:31:27,KXljUsKMJ,33,Bangalore,86689.18,Engineering,4.8,20,Female,Divorced,+91-9131392646,pgnozh@example.com,Mobile,2
2023-05-21,22:02:11,XNbOTzPXC,37,Bangalore,71815.64,Sales,4.0,7,Male,Single,+91-9289881030,wrtkbjxhls@example.com,Laptop,2
2023-07-19,09:21:28,vNnjVGJXg,28,Delhi,81775.59,Engineering,3.9,12,Male,Divorced,+91-8145942982,qetreevifu@example.com,Headphones,2
2021-07-23,20:38:32,LzrespR,25,Mumbai,46140.37,Sales,4.3,27,Male,Single,+91-7609957757,irzedgkaju@example.com,Headphones,1
2024-05-20,00:03:13,snbvvrzOqV,46,Hyderabad,99755.3,Finance,2.5,10,Male,Married,+91-7403998662,fmksprgcb@example.com,Laptop,2
2023-10-03,10:14:23,AoUNyO,32,Bangalore,89537.76,HR,2.9,27,Female,Single,+91-7918440981,rsdpwisd@example.com,Mobile,3
2020-02-24,12:14:01,tDXDB,60,Hyderabad,99131.09,Sales,4.1,35,Female,Single,+91-9512846680,bihtpcqupr@example.com,Tablet,1
2022-02-25,22:40:11,tWsvnXZMqv,52,Hyderabad,79533.97,Engineering,3.2,13,Other,Divorced,+91-9604208389,gnaqinfja@example.com,Tablet,2
2022-10-29,18:32:21,EakRJMjNwo,36,Bangalore,79941.77,Sales,4.4,13,Other,Widowed,+91-8515468295,kzykrh@example.com,Mobile,4
2021-04-20,00:32:58,ANruKFGem,34,Hyderabad,21320.24,Marketing,2.1,20,Other,Married,+91-8716738139,hsgpkepsy@example.com,Laptop,1
2023-09-01,02:53:17,MtOpZU,44,Bangalore,67163.39,HR,1.9,2,Other,Divorced,+91-9387560608,nccrqwl@example.com,Mobile,2
2024-12-24,02:58:23,FYTWgv,27,Chennai,66591.36,Sales,2.3,16,Other,Single,+91-8826175433,eeonmuridd@example.com,Tablet,1
2022-06-05,18:28:07,Pojnm,50,Mumbai,36317.78,Marketing,4.5,12,Other,Single,+91-9845630565,egnuak@example.com,Tablet,3
2023-01-15,17:54:21,OvtvciyX,33,Chennai,96930.83,Engineering,5.0,3,Other,Married,+91-8433168740,iowvwrjv@example.com,Smartwatch,1
2021-07-17,10:53:57,FCwds,58,Hyderabad,29665.39,Engineering,2.5,12,Female,Married,+91-8508245705,zpffnvfj@example.com,Tablet,4
2022-09-24,19:07:13,Nkljw,26,Bangalore,42574.47,Engineering,2.6,2,Female,Widowed,+91-9596671055,wmoqexb@example.com,Mobile,2
2020-07-08,19:44:34,cdXWNME,23,Chennai,24926.1,Marketing,2.7,19,Other,Married,+91-7464754451,kicrnwwut@example.com,Headphones,4
2023-12-01,08:22:21,taQShjBa,31,Mumbai,95404.78,Engineering,4.4,30,Other,Single,+91-8354062212,lipfhu@example.com,Smartwatch,3
2022-01-15,23:47:59,lhYpbYJBOV,57,Delhi,80740.78,HR,3.7,13,Female,Single,+91-7514405250,upchmv@example.com,Laptop,5
2024-05-26,18:11:03,trhnybL,38,Delhi,28213.77,HR,3.1,36,Male,Divorced,+91-9695390530,ijcvxytbq@example.com,Mobile,4
2023-10-02,21:04:22,oDOyJ,51,Delhi,35027.35,Finance,3.4,2,Female,Widowed,+91-7485574140,bzvqr@example.com,Smartwatch,5
2021-03-29,03:20:23,sYqMp,49,Chennai,77802.87,Finance,1.5,26,Other,Married,+91-8705021598,dnznqwf@example.com,Mobile,5
2024-02-28,04:20:18,ObtBt,28,Chennai,51254.72,Finance,4.6,19,Other,Divorced,+91-9946151999,fucex@example.com,Mobile,3
2020-09-06,13:15:52,DRqSjS,38,Bangalore,41348.69,Marketing,4.7,36,Male,Single,+91-7069385040,kveyfaqeh@example.com,Laptop,4
2023-12-21,16:40:09,fsSvhh,23,Delhi,24543.16,Engineering,1.9,36,Other,Single,+91-8993242995,lxtrh@example.com,Smartwatch,5
2022-11-11,12:43:51,WtMtUdyHeQ,59,Bangalore,83237.4,Sales,3.3,28,Other,Widowed,+91-9306390268,meiroyu@example.com,Laptop,2
2021-12-21,21:34:54,THedpr,30,Chennai,96004.84,HR,4.2,12,Female,Single,+91-9247316415,zpzicet@example.com,Mobile,4
2024-12-11,20:19:19,mwvhe,32,Hyderabad,65303.45,Sales,3.1,23,Female,Single,+91-8477576833,luapxzt@example.com,Mobile,4
2021-09-13,22:24:58,eKLQfUZ,38,Hyderabad,78932.46,Sales,3.7,30,Male,Divorced,+91-9437028499,repanb@example.com,Tablet,4
